Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-06-02 09:40:27.027 +0100,"Success",0:00:02,0,0,1,"20160602_094027.027/LogFile.txt","","",1
