Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-05-31 10:50:23.023 +0100,"Success",0:00:02,0,0,0,"20160531_105023.023/LogFile.txt","","",1
2016-05-31 10:52:25.025 +0100,"Running",0:00:00,0,0,0,"20160531_105225.025/LogFile.txt","","",0
2016-05-31 10:58:08.008 +0100,"Success",0:00:02,0,0,0,"20160531_105808.008/LogFile.txt","","",1
2016-05-31 15:10:06.006 +0100,"Success",0:00:01,0,0,0,"20160531_151006.006/LogFile.txt","","",1
