Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-05-31 15:09:51.051 +0100,"Success",0:00:00,0,0,0,"20160531_150951.051/LogFile.txt","","",1
